  2.0000000e+000  1.2338200e+002  7.6263690e+002  3.3813000e+000  7.5925560e+002
  3.0000000e+000  6.1177500e+002  6.0817370e+002  4.0262000e+000  6.0414750e+002
  4.0000000e+000  7.5661600e+002  5.0395800e+002  4.3394000e+000  4.9961860e+002
  5.0000000e+000  1.2567000e+003  4.3217650e+002  4.5485000e+000  4.2762810e+002
  6.0000000e+000  6.9647900e+002  3.8018100e+002  4.7410000e+000  3.7544000e+002
  7.0000000e+000  8.2981900e+002  3.4260100e+002  4.9938000e+000  3.3760720e+002
  8.0000000e+000  6.2786200e+002  3.1444340e+002  5.6118000e+000  3.0883150e+002
  9.0000000e+000  8.1517400e+002  2.9248600e+002  5.6880000e+000  2.8679800e+002
  1.0000000e+001  6.1775000e+002  2.7550590e+002  5.9813000e+000  2.6952460e+002
  1.1000000e+001  1.2516700e+003  2.6258330e+002  6.2671000e+000  2.5631620e+002
  1.2000000e+001  7.5877300e+002  2.5271370e+002  6.6378000e+000  2.4607590e+002
  1.3000000e+001  7.1459500e+002  2.4462970e+002  6.8215000e+000  2.3780820e+002
  1.4000000e+001  9.0712000e+002  2.3824030e+002  7.1784000e+000  2.3106190e+002
  1.5000000e+001  8.7164800e+002  2.3283580e+002  7.2772000e+000  2.2555870e+002
  1.6000000e+001  6.2863300e+002  2.2891480e+002  7.8408000e+000  2.2107410e+002
  1.7000000e+001  1.0420900e+003  2.2519250e+002  7.7630000e+000  2.1742950e+002
  1.8000000e+001  7.4237900e+002  2.2268170e+002  8.2045000e+000  2.1447720e+002
  1.9000000e+001  9.4715500e+002  2.2057880e+002  8.4873000e+000  2.1209150e+002
  2.0000000e+001  8.7090600e+002  2.1893430e+002  8.7701000e+000  2.1016420e+002
  2.1000000e+001  7.0610200e+002  2.1762810e+002  9.0211000e+000  2.0860700e+002
  2.2000000e+001  4.3184400e+002  2.1642390e+002  9.0598000e+000  2.0736410e+002
  2.3000000e+001  6.6001200e+002  2.1595460e+002  9.5621000e+000  2.0639250e+002
  2.4000000e+001  9.6085100e+002  2.1569640e+002  1.0042300e+001  2.0565410e+002
  2.5000000e+001  8.4912000e+002  2.1524560e+002  1.0130100e+001  2.0511550e+002
  2.6000000e+001  8.6686200e+002  2.1524380e+002  1.0496800e+001  2.0474700e+002
  2.7000000e+001  1.0974200e+003  2.1531300e+002  1.0791200e+001  2.0452190e+002
  2.8000000e+001  1.4081899e+003  2.1559490e+002  1.1178900e+001  2.0441600e+002
  2.9000000e+001  8.9910700e+002  2.1580830e+002  1.1400600e+001  2.0440770e+002
  3.0000000e+001  1.0078600e+003  2.1621990e+002  1.1742900e+001  2.0447700e+002
  3.1000000e+001  1.0781300e+003  2.1677380e+002  1.2165700e+001  2.0460810e+002
  3.2000000e+001  1.6070800e+003  2.1707900e+002  1.2283900e+001  2.0479510e+002
