0.9990817250760967	9
0.9988552616725532	7
0.9986191239361544	7
0.9997352611524006	13
0.9993407415686022	8
0.9996932784256378	14
0.9997247740349312	10
0.9928353422069506	5
0.9995034523992882	9
0.9910726125002316	4
0.9812785808179701	3
0.9992839178879113	8
0.9986675130312571	9
0.9987046228039878	9
0.9997317370859989	11
0.9988829763652954	9
0.9990713959402467	9
0.9981784977031652	9
0.9992581469489551	8
0.9812197373151048	3
0.9997926847442948	11
0.997758801295386	6
0.9911141858206213	4
0.9994077957257536	9
0.9980357841939018	6
0.9982839482716551	6
0.999112047567517	9
0.9992014971445521	8
0.9983331801707409	10
0.9988497243762159	7
0.9240576698363813	2
0.9993106055208815	8
0.98128078252767	3
0.9986158690113641	7
0.9911784029360322	4
0.9994959982796917	9
0.9998400788550992	11
0.99962169045879	10
0.9994639496687912	9
0.981242320973389	3
0.9994964861331985	10
0.9987383707890293	7
0.9977879829759325	9
0.9993800165225786	9
0.9978428578980614	6
0.9990940283209059	8
0.9992041479761842	8
0.9982262629432586	6
0.9989519480233338	8
0.926799578132995	2
0.9986864816645649	7
0.9988853718679127	9
0.9988682868482225	10
0.9812331296524255	3
0.9988084934079826	7
0.9993594816557052	8
0.9979798836652546	6
0.9268373699661799	2
0.9988394876279708	9
0.99914582376982	10
0.9989050896199405	9
0.9988575440416274	8
0.99970807118344	10
0.9990926493087834	7
0.9988615252935028	8
0.9997598485303423	10
0.9988169346696361	7
0.9984183195999826	7
0.9997140247923212	10
0.999610545806184	9
0.9992371627968716	8
0.998984118663966	8
0.9993638848153239	9
0.9896733743137018	4
0.9997158191786607	10
0.9963530716095239	5
0.993933980507976	5
0.9991323007853451	8
0.9995289468120977	9
0.9996450000191962	10
0.9977677256594623	6
0.9998745555329707	12
0.99541461753637	5
0.9988546259499741	8
0.9992174143708554	8
0.9964239472332345	5
0.999741200635363	10
0.999748114113283	11
0.998984507881117	8
0.9964165639444903	5
0.9813144265413346	3
0.9992510514735976	9
0.9963386783098084	5
0.9790771773369007	4
0.9997580960705735	10
0.9809938822634023	3
0.9993930016571988	9
0.9962834495388212	6
0.9995804920508887	13
0.9998433309304703	11
