-0.0009183,0.39995,0.025349,1.333,-0.010876,-0.055645,0.00097099,-0.0014835,0.11231,0.10696,-0.020395,0.035524,0.034084,0.39647,0.67004,5.0002,2.0617,1.9918,1.3091,2.7041,-0.28301
0.009965,0.56206,0.086685,1.4012,0.13572,0.087595,0.10186,0.1279,0.64791,0.0072379,0.75845,0.48436,0.47567,0.050339,0.60746,-3.9564,-2.2751,2.9468,-4.8761,-8.0159,-2.5845
0.053622,0.58779,0.052185,1.5456,0.23349,0.085129,0.10029,0.18551,-0.25545,-0.22627,0.032285,-0.02521,-0.03797,-0.0013337,-0.24892,-1.0629,-0.25239,-2.5802,-0.36004,-1.2235,0.054818
0.079485,0.53037,0.0089453,1.535,0.24424,0.054883,0.098912,0.014567,-0.071951,-0.064156,-0.094678,-0.029168,0.001957,0.020586,-0.59311,2.2862,1.5333,-0.073284,0.19834,0.56313,2.7295
0.079413,0.57126,0.042039,1.5277,0.22026,0.080706,0.21191,-0.0012869,0.3702,0.35434,-0.0066822,-0.22317,0.29428,0.33495,-0.0025696,1.6899,2.1411,0.062237,2.1658,0.11701,-2.5106
0.078913,0.67406,0.15483,1.5307,0.24184,0.12791,0.23368,-0.003887,0.33215,0.44764,0.056483,0.043572,0.042138,-0.012525,-0.0027607,-2.1092,-1.6281,0.87475,-1.3596,-1.2629,-0.56296
0.075535,0.69211,0.18933,1.5804,0.24331,0.12561,0.14781,-0.03671,-0.10033,-0.077717,0.31828,-0.014341,-0.015103,-0.35015,-0.057533,-1.0296,-1.0117,1.2773,-0.27157,0.078195,3.6071
0.072062,0.64137,0.13719,1.6762,0.2312,0.12388,0.13281,0.0013546,-0.22956,-0.25737,0.32412,-0.32086,0.12663,0.0072894,-0.027629,0.9374,0.6372,-2.1313,-7.2079,4.9032,-0.038442
0.072979,0.62823,0.11761,1.6967,0.0079892,0.25328,0.13328,0.013766,0.10639,0.10716,-0.011222,-0.90806,0.29992,0.016737,0.26392,1.2412,1.0875,-0.11505,-2.6049,-3.9012,0.64857
0.093354,0.694,0.18445,1.675,-0.17426,0.25796,0.059138,0.16081,0.35818,0.41456,-0.16099,-0.65655,-0.20729,-0.78664,0.58109,-0.32438,0.64711,-0.11863,-4.5657,-1.0587,-0.43603
0.1553,0.74089,0.25754,1.6452,-0.27187,0.20679,-0.091355,0.25317,-0.051547,0.035906,-0.023752,0.0085246,0.0018229,-0.21943,-0.93137,-1.4641,-0.81661,0.74836,0.32747,0.81443,3.0725
0.18867,0.68928,0.24078,1.6527,-0.26894,0.20931,-0.098136,0.051963,-0.34925,-0.19657,0.095692,0.063911,0.060851,0.010959,-0.51551,-0.53214,-0.9875,0.75476,1.5634,1.5934,-0.028248
0.19329,0.61698,0.17538,1.699,-0.20989,0.26775,-0.096681,0.0014535,-0.07052,-0.13329,0.19978,0.10066,0.1009,0.025166,-0.075139,2.0879,2.5621,-0.082264,-2.4321,-2.4734,0.091185
0.19324,0.63917,0.19507,1.7356,-0.20963,0.26708,-0.17734,-0.00080294,0.20858,0.27124,0.027476,0.030826,-0.027262,-0.55077,-0.0047115,0.6698,1.7291,-1.1455,1.0341,-0.8102,2.429
0.19301,0.69051,0.28381,1.7308,-0.22437,0.21025,-0.22136,-0.0020169,0.075145,0.24262,-0.056221,0.061499,-0.14406,0.014206,-0.17963,-2.0903,-1.5389,-0.48915,1.3433,3.1251,-0.36723
0.17328,0.64829,0.31655,1.6957,-0.16257,0.22255,-0.18474,-0.13432,-0.37404,-0.016535,-0.22911,0.81677,0.32056,0.46885,0.040404,-1.146,-1.7402,-0.25751,4.5339,2.6016,0.95682
0.15312,0.54186,0.26457,1.6457,0.07721,0.26208,-0.13228,-0.00083648,-0.28782,-0.28637,-0.11284,0.93714,-0.087223,-0.010748,0.23164,2.0814,0.43671,1.1906,0.95123,-2.6174,0.22706
0.15419,0.52707,0.23745,1.6424,0.25305,0.14763,-0.13271,0.013583,0.085965,0.040883,0.015581,0.47628,-0.48715,0.0062441,-0.0037797,0.6105,0.61973,-0.033575,-2.0939,2.7042,0.089245
0.16052,0.56245,0.28676,1.6464,0.29786,0.10072,-0.10013,0.092876,0.12298,0.23846,0.019134,-0.019952,0.011822,0.68772,0.87173,-0.93396,-1.02,0.19496,0.24334,-0.17855,5.4711
0.18927,0.54822,0.32293,1.6513,0.28905,0.10696,0.068636,0.097454,-0.25648,0.10262,-0.0045911,-0.14447,0.10835,0.50212,-0.097693,-1.745,-1.309,-0.064287,-2.7781,2.2637,-2.6889
0.20872,0.44062,0.30126,1.6419,0.25109,0.12128,0.10115,0.050538,-0.45021,-0.21767,-0.14404,-0.24344,-0.17357,-0.0099242,-0.089752,1.0827,-0.6681,-1.7005,-3.901,-2.8074,0.20201
0.2164,0.38397,0.23993,1.5613,0.19214,0.054384,0.10105,-0.0013191,-0.014087,-0.14257,-0.43396,-0.046589,-0.29049,0.0034093,-0.10513,1.7349,1.7529,-0.04379,1.2179,0.11051,-0.17652
0.21601,0.41534,0.2405,1.4695,0.18842,0.034293,0.14518,-0.0039834,0.16907,0.15032,-0.23363,-0.0018148,0.0033676,0.59099,-0.03352,-0.28945,1.3216,1.1919,0.057658,0.19315,0.62447
