1.0297,23.951,0.32575,7.5471,0.14063,0.26928,0.053591
1.8453,29.628,0.76553,8.3449,0.23679,0.39401,0.090354
2.5074,32.844,0.9441,8.8723,0.31592,0.48173,0.11376
2.9951,33.565,0.88673,9.1136,0.37109,0.52648,0.12467
3.5505,29.869,0.41824,8.9394,0.40864,0.50457,0.12221
3.6955,26.931,0.19317,8.6575,0.40064,0.45683,0.11577
3.7939,24.033,0.050099,8.3174,0.38459,0.39818,0.10941
3.8649,21.473,-0.0048914,7.952,0.36776,0.33678,0.10478
3.9631,17.64,0.034152,7.2138,0.35166,0.22592,0.10225
3.9962,16.271,0.055795,6.857,0.35589,0.18133,0.103
4.0184,15.173,0.046943,6.5148,0.36619,0.14503,0.10327
4.0301,14.301,8.0952e-05,6.192,0.37822,0.11683,0.10173
4.0285,13.173,-0.19748,5.6344,0.38646,0.080831,0.090603
4.0197,12.908,-0.33487,5.4187,0.37513,0.069257,0.081105
4.0068,12.826,-0.4867,5.2593,0.3534,0.058526,0.069621
3.9881,12.897,-0.64114,5.165,0.3254,0.046184,0.056777
3.9139,13.347,-0.89627,5.1818,0.27419,0.01121,0.029392
3.85,13.659,-0.97308,5.2791,0.25974,-0.011683,0.015923
3.7702,14.005,-1.0169,5.4137,0.25381,-0.036986,0.0032255
3.6831,14.382,-1.0397,5.5633,0.25384,-0.062998,-0.0082998
3.5209,15.262,-1.0618,5.8225,0.25661,-0.10853,-0.026428
3.4563,15.779,-1.0642,5.9047,0.25263,-0.12369,-0.032435
3.405,16.351,-1.0557,5.9521,0.24236,-0.1315,-0.03607
3.3676,16.97,-1.0313,5.973,0.22545,-0.13121,-0.037109
3.3324,18.296,-0.92307,5.9829,0.1771,-0.1088,-0.030432
3.3338,18.967,-0.8401,5.9909,0.15047,-0.090152,-0.02217
3.3477,19.616,-0.74339,6.0068,0.12525,-0.069105,-0.010282
3.3738,20.222,-0.63923,6.0307,0.10252,-0.04677,0.0053196
3.4543,21.249,-0.42984,6.0921,0.06379,0.0019948,0.046076
3.4964,21.666,-0.32669,6.1203,0.046073,0.030011,0.068883
3.5248,22.038,-0.21918,6.1383,0.028387,0.061649,0.09058
3.5272,22.39,-0.1025,6.1393,0.010378,0.097455,0.10859
3.4233,23.138,0.16431,6.0816,-0.026053,0.18138,0.12579
3.3136,23.556,0.31103,6.0312,-0.043385,0.22819,0.12483
3.1692,23.991,0.4616,5.9777,-0.05892,0.27663,0.12027
2.9947,24.421,0.60988,5.9291,-0.071427,0.32505,0.1148
2.5719,25.163,0.86495,5.8612,-0.081918,0.41434,0.10706
2.3298,25.429,0.95315,5.8409,-0.077825,0.45187,0.1058
2.0702,25.601,1.0056,5.8261,-0.067444,0.4834,0.10623
1.7947,25.667,1.0199,5.814,-0.052167,0.50902,0.10756
1.2018,25.475,0.94973,5.7921,-0.017002,0.54552,0.10902
0.88774,25.236,0.88282,5.7823,-0.0030235,0.5581,0.10834
0.56496,24.925,0.80829,5.775,0.0052758,0.56741,0.10657
