-0.0009183,0.39995,0.025349,1.333,-0.010876,-0.055645,0.00097099,-0.0014835,0.11231,0.10696,-0.020395,0.035524,0.034084,0.39647,0.67004,5.0002,2.0617,1.9918,1.3091,2.7041,-0.28301
-0.0010037,0.40608,0.029769,1.3329,-0.0086496,-0.053689,0.011234,-0.0026176,0.28753,0.21637,-0.01521,0.13524,0.11934,0.54576,0.24873,4.1026,2.541,-0.98632,4.2465,4.125,3.7946
-0.0010458,0.4143,0.035465,1.333,-0.00437,-0.049881,0.02333,-0.0012336,0.44693,0.30611,0.00021657,0.26473,0.23504,0.63317,0.050754,4.0096,2.5496,-1.6724,6.7948,5.8481,4.2131
-0.0010129,0.4247,0.04224,1.3334,0.0026679,-0.043537,0.03617,0.0026414,0.58254,0.36831,0.028521,0.42041,0.37879,0.65546,0.044855,4.1333,2.0211,-0.80086,8.4887,7.3394,2.5684
-0.00055882,0.45153,0.057504,1.3366,0.026515,-0.021561,0.060458,0.018775,0.77,0.39922,0.13285,0.74485,0.69402,0.56865,0.41099,3.4861,-0.25692,2.7086,7.6053,7.3335,-1.5965
-2.5433e-05,0.46726,0.065009,1.3401,0.042833,-0.0061674,0.070891,0.031676,0.82097,0.37058,0.21103,0.86261,0.81933,0.49774,0.65164,2.5094,-1.5801,4.2734,4.9552,5.3709,-2.9757
0.00079616,0.48386,0.071759,1.3454,0.060861,0.01118,0.079916,0.047496,0.84476,0.31915,0.30389,0.92055,0.89368,0.42185,0.83927,1.2466,-2.6782,5.2966,1.4874,2.4884,-3.9136
0.0019539,0.50078,0.077372,1.3527,0.079265,0.029309,0.08743,0.065103,0.84351,0.25327,0.40574,0.91039,0.90656,0.34266,0.93032,-0.10028,-3.3421,5.6873,-2.0139,-0.67353,-4.4622
0.0053294,0.5335,0.084519,1.3734,0.1122,0.063094,0.097649,0.099863,0.77779,0.11499,0.60612,0.72487,0.76274,0.18102,0.84266,-2.4262,-3.267,4.8691,-6.3572,-5.7581,-4.3455
0.0075084,0.54846,0.08614,1.3865,0.12518,0.076815,0.10041,0.11494,0.71955,0.055981,0.69072,0.59657,0.62997,0.10827,0.72978,-3.2858,-2.802,3.9735,-6.3747,-7.2525,-3.6159
0.009965,0.56206,0.086685,1.4012,0.13572,0.087595,0.10186,0.1279,0.64791,0.0072379,0.75845,0.48436,0.47567,0.050339,0.60746,-3.9564,-2.2751,2.9468,-4.8761,-8.0159,-2.5845
0.012655,0.57406,0.086358,1.417,0.1445,0.095173,0.10237,0.13866,0.5651,-0.031636,0.8066,0.41517,0.3141,0.010983,0.48853,-4.4609,-1.7836,1.8716,-2.2209,-8.0572,-1.5267
0.018566,0.59257,0.083809,1.4503,0.16114,0.10112,0.10196,0.154,0.3763,-0.085207,0.83835,0.45035,0.026277,-0.019217,0.28919,-4.9781,-1.0183,-0.33736,3.3026,-6.002,-0.11395
0.021709,0.59889,0.08188,1.4668,0.17106,0.10039,0.10156,0.15909,0.27697,-0.10251,0.81989,0.52877,-0.073302,-0.019574,0.21915,-4.9605,-0.7392,-1.4936,4.1555,-4.0878,0.15926
0.02494,0.60324,0.079664,1.4828,0.18254,0.098148,0.1012,0.16305,0.17974,-0.11526,0.77738,0.60148,-0.13202,-0.016258,0.17862,-4.7417,-0.54785,-2.682,2.9232,-2.0007,0.23771
0.028244,0.60573,0.07723,1.4975,0.195,0.095216,0.10092,0.16657,0.088774,-0.12553,0.71088,0.62947,-0.15145,-0.01205,0.17605,-4.3368,-0.48709,-3.8409,-0.021974,-0.19467,0.2168
