date, time: 2019-11-15, 00-51-13
1:nMSE_train 2:nMAE_train 3:VLB 4:nMSE_test 5:nMAE_test 6:used_labels 7:mf_iter 8:gibbs_iter 9:inf_time 10:pred_time
0.9276662927379059 0.00015100775894269676 -8448.727583598473 0.8459627232937758 0.0001996926017087708 3 150 150 3.5342071000000033 0.47110159999999723
0.8849946639258884 0.00013274383031074884 -8258.340152273426 0.7836536099460198 0.00017741703720682022 4 150 150 3.792631799999981 0.6188552999999501
0.9405510642560644 0.00014475570867944335 -8439.882456288879 0.8476611164319131 0.00020068993118249642 3 150 150 6.149461900000006 0.4706221999999798
0.9012299337595607 0.00014427030781438807 -8256.7536018829 0.7835580258092936 0.00017735356307177954 4 150 150 2.494066000000089 0.6287727000000132
0.9014509654817596 0.00014076408904772385 -8266.601642491069 0.7835886536455718 0.00017730285735180083 4 150 150 6.649962800000026 0.6191082000000279
0.8995675944028123 0.00013807625533437574 -8274.622150886868 0.7834563263565791 0.0001772140927786276 4 150 150 3.3326915999999756 0.6233911000000489
0.8871621345104361 0.00013178032748364495 -8281.978887939433 0.7838934266222676 0.00017706500886190108 4 150 150 2.7112941999999975 0.6193150999999943
0.9855955955206568 0.00013896638348138792 -8276.379679612543 0.7851563253652666 0.00017772732307060713 5 150 150 4.057352700000024 0.7670506000000614
1.0622097429511004 0.00018305825971539805 -8771.489141231015 1.0041988423961898 0.0002700555833958963 2 150 150 2.785387499999956 0.33352350000006936
0.9558413358264729 0.00014782089005358395 -8449.559164100634 0.8474600352706413 0.0002004781855752818 3 150 150 3.299794299999917 0.4940094000000954
1.0650400580997326 0.000149601468792196 -8555.929712951975 0.8349774238320714 0.00022114700470422796 4 150 150 3.8613401000000067 0.6207335000000285
1.1390480338483386 0.00015662354029668323 -8443.700478030805 0.8473085065892514 0.00020052553939850468 3 150 150 3.163738300000091 0.47271250000005693
0.9995220889179608 0.00014019417374789764 -8169.830172407167 0.7581699707730137 0.00017695466528384196 5 150 150 2.9156231000000616 0.7642468999999892
1.1063945438180478 0.00015730506667337968 -8210.450627130325 0.7986702982667894 0.00017772445369541095 5 150 150 3.4773324999999886 0.7620857999999089
0.8901820991709181 0.00013745226187325164 -8180.894398932537 0.7588059937546826 0.00017734164107376335 5 150 150 4.451868300000001 0.7583744999999453
1.0358748823424568 0.0001811476629759499 -8777.517570473186 1.0056828897796797 0.0002701259859204249 2 150 150 2.944686200000092 0.35585919999994076
0.9390829981226093 0.00014043083530326764 -8208.710468985442 0.7899596986931271 0.00017616964421137538 5 150 150 4.007590299999947 0.7591871000000765
1.000136463646359 0.00017680571113156608 -8697.040134516146 0.9625814381971002 0.0002689909755224947 3 150 150 3.6404205000000047 0.4991176999999425
0.9473877745148048 0.00014441047087230784 -8204.179755892614 0.7666704206134317 0.00017775119922041588 5 150 150 2.724022800000057 0.7606071000000156
1.015148157171621 0.0001786593811342946 -8771.459716311383 1.0042297740892958 0.0002701204959032747 2 150 150 2.987721899999997 0.30148080000003574
0.8874310709748908 0.00013347714101158344 -8266.048107513467 0.7836485656328663 0.0001773781965167373 4 150 150 2.7471082999999226 0.6429974000000129
0.8985126080984419 0.0001412644529077718 -8198.439275030685 0.7975095406878696 0.00017759551200110247 5 150 150 3.5105268000000933 0.7567821999999751
0.9387350764073414 0.00014278235305635533 -8196.018454804575 0.7984068988662816 0.00017799758128268927 5 150 150 3.797137199999952 0.7575401000000284
0.9192452403543875 0.00014663624606470288 -8444.7645875164 0.847876986664946 0.00020053324750592767 3 150 150 3.7702934999999798 0.4742475000000468
0.9123185290734771 0.00013864818944415947 -8264.310756535106 0.7838103223655217 0.0001774685163024744 4 150 150 3.974658599999998 0.6434605000000602
0.8952736232431495 0.00013911833075556465 -8168.901132506407 0.7618823148854368 0.00017739478253574949 5 150 150 5.246485399999983 0.8658531999999468
0.9173725075189877 0.0001422752159115969 -8271.926357951706 0.7837078399557652 0.00017737137219836328 4 150 150 4.641458499999999 0.6190094999999474
1.1137678845791044 0.00019774635577133579 -8802.570848154366 0.9899971050348498 0.0002660477053237382 3 150 150 3.0874160999999276 0.4761976999999433
