date, time: 2019-11-15, 00-36-32
1:nMSE_train 2:nMAE_train 3:VLB 4:nMSE_test 5:nMAE_test 6:used_labels 7:mf_iter 8:gibbs_iter 9:inf_time 10:pred_time
0.8208304038323062 0.0001486701634116859 -1190.525516189554 1.8168423256146533 0.00038333340493851016 2 150 150 2.914729 0.06371880000000019
0.716243406084641 0.0001283268622937852 -1195.9511240466259 1.5897666782206403 0.0003484045916564314 4 150 150 3.0906069000000005 0.09608969999999939
0.9848138672705177 0.0001510430071277084 -1223.4884883909372 0.8406747588900232 0.0002515033181629282 2 150 150 3.0875842000000002 0.05396610000000024
1.158753105713983 0.0001588751609140204 -1201.4359707369767 2.1648062668801527 0.00040335842321890874 3 150 150 2.7810323000000015 0.11911399999999972
0.9645146956182346 0.00015828072183799948 -1215.6196700446983 0.8818940413877134 0.00027491764742065985 1 150 150 2.7461339000000002 0.03480300000000014
0.9572210225373695 0.00015464743164665041 -1215.3836396365048 0.8818939444924786 0.00027491761773734555 1 150 150 2.9929980999999994 0.03034720000000135
1.0216025926463765 0.00016554129995377306 -1209.5358837849226 0.8818939364690112 0.0002749176152793974 1 150 150 3.044674699999998 0.026573700000000144
0.7734612377657963 0.00013653743174864101 -1179.3939974918517 1.7557212963703075 0.0003630845715377867 2 150 150 2.8684751000000013 0.055140999999998996
0.8475414939774082 0.00014632636633049253 -1178.0649868489954 1.8108280862118007 0.00037708931904664646 2 150 150 2.821274599999999 0.038387700000001246
0.8270246342396427 0.00014745608787485745 -1188.6198011844504 1.7865185492890314 0.0003787603475456664 2 150 150 2.6565242999999974 0.06018070000000009
0.8390936660424503 0.0001472654670346256 -1179.0712117233948 1.7858097404250635 0.000363689789934866 2 150 150 2.9705428000000005 0.05738110000000063
0.6929305614396861 0.00013499544424660584 -1205.1466914898256 1.4459261430226447 0.0003395102486063812 4 150 150 2.8148061999999996 0.10141080000000358
0.9541152878699602 0.00015418161072715353 -1213.5693484156268 0.8818939422276395 0.00027491761704352376 1 150 150 2.6300162 0.01850549999999629
1.2005483586298271 0.0001960908626451087 -1212.0161358748371 0.8661452147460814 0.0002679674959997741 2 150 150 2.600915299999997 0.03795689999999752
0.9619848567186582 0.00015488252719665665 -1223.2918343434067 0.8818940120919684 0.0002749176384460806 1 150 150 2.527104999999999 0.022344900000000223
0.8110354975650957 0.00014116476970057177 -1173.0852985637466 1.7515538121805678 0.00035193376337989117 2 150 150 2.7372449000000003 0.053265500000001964
0.7785705748723868 0.0001357624359758171 -1193.1214267488667 1.5607196648543107 0.0003623118937202056 2 150 150 2.9154708000000014 0.05803449999999799
0.8707160685132779 0.00014408867354957547 -1203.1651059908577 1.8716308367194905 0.0003661816231406187 3 150 150 2.8809076000000005 0.07814220000000205
0.8797550763465474 0.00015488691016869426 -1194.2386064444222 1.6257042304144318 0.000347530594718372 3 150 150 3.060047300000001 0.07514400000000165
0.7765564912470089 0.00013611830066384496 -1193.6675889598573 1.7467066773517137 0.00038026710659007303 2 150 150 3.020938000000001 0.05742570000000313
0.8177662309990361 0.00014409379339970323 -1177.8590239953 1.5466449524307684 0.000345789532074936 2 150 150 2.8444602999999944 0.05270069999999549
0.5294432304954964 0.00010469228985234367 -1217.6071029406194 1.617629918429529 0.00031931622892147714 4 150 150 3.1315120000000007 0.09664610000000096
0.7587434495360991 0.00012000263905455672 -1223.9409609690915 1.655337350601875 0.00036296274313553454 4 150 150 2.889945999999995 0.09732370000000401
0.9598080782784113 0.0001515689719585513 -1171.9209206633468 1.7297339235763294 0.00035016313798970567 2 150 150 3.1776193999999975 0.05447540000000117
0.7562549653335058 0.00011723162681762603 -1203.4299825805997 1.6493248101460087 0.0003552755683679567 3 150 150 2.7355108 0.07540679999999611
0.8614859040450703 0.0001512994262881901 -1175.30295430706 1.743726215409654 0.00035054885748565963 2 150 150 2.8990547000000078 0.05210950000000025
0.7643499049319448 0.00013746349679298505 -1182.0211244685759 1.7335605175626159 0.0003549668571651751 2 150 150 2.894885600000009 0.05215350000000285
1.1500555416419567 0.0002103138330862332 -1179.0761909311395 1.780438082321254 0.0003617497276975156 2 150 150 3.1186533999999995 0.052013500000001045
1.0667322780108421 0.0001593999355862514 -1172.8989231598503 1.6497948987639028 0.0003377646668150636 2 150 150 2.6333666000000022 0.04200819999999794
1.2967147811514537 0.0002130723784603886 -1212.6198904091386 0.8818939019980082 0.00027491760471937604 1 150 150 2.8999965000000003 0.02647270000001356
1.3108238040609008 0.00017247522140531404 -1172.1152421226566 1.5527657101910344 0.00033858073055759445 3 150 150 2.7031463999999943 0.08281370000000265
0.7883704686628101 0.00014452966001543031 -1182.3527788765366 1.3558275997384777 0.0003284654185976593 2 150 150 2.9167606999999975 0.055605600000006916
0.7004270394291839 0.00011289115900438771 -1182.410269700608 1.6595575232458992 0.00031513516045762735 3 150 150 3.2919536999999934 0.05838529999999764
0.907352622919785 0.00016663287828108157 -1173.485444114005 1.7517414999641154 0.0003604268951703047 2 150 150 2.5624810000000053 0.03838000000000363
0.8093842350809494 0.0001457687133419689 -1179.1218468473353 1.65561652266139 0.0003607267910254867 2 150 150 2.698368500000001 0.05217179999999644
0.9105240167751294 0.00015077146680540608 -1181.301870097419 1.7256907103366586 0.00035405178031449507 2 150 150 2.9691369000000094 0.05690669999999898
0.8068992838454522 0.0001391035702105422 -1177.516605796063 1.7669739158216247 0.0003565438142526136 2 150 150 2.8528565000000015 0.05360379999999054
0.7749714171118772 0.0001342710181946665 -1197.017669335421 1.80930250794007 0.0003782824809718087 2 150 150 2.9517859999999985 0.05430979999999863
0.9914277369058689 0.00015775219675640708 -1212.0839918691886 0.8818939658183205 0.0002749176242704052 1 150 150 2.7993187000000006 0.025942299999996976
0.5794543865394712 0.0001227810376538423 -1216.1817410592244 1.8911247359771663 0.00036956468485673574 4 150 150 3.0828689000000082 0.09862079999999196
