date, time: 2019-11-15, 00-59-21
1:nMSE_train 2:nMAE_train 3:VLB 4:nMSE_test 5:nMAE_test 6:used_labels 7:mf_iter 8:gibbs_iter 9:inf_time 10:pred_time
0.8735176507054833 0.00013721177198861915 -12535.030432230966 0.8253323888604869 0.0001555383640138285 4 150 150 5.860924999999952 0.9720998000000236
0.8990069659838242 0.00014021607565934717 -12188.61807555973 0.7974984265608582 0.00014231392150665514 5 150 150 5.170911199999864 1.130126399999881
0.9550560974544389 0.0001488201681629498 -12145.44388258485 0.7957114627691887 0.00014224771934377267 5 150 150 5.062271600000031 1.2236018000000968
1.0816203478317525 0.00016521269128734345 -12277.972990795157 0.7904720564736857 0.00014260750681518072 4 150 150 5.036473299999898 0.9177058000000216
0.8964417389700196 0.00013703136968618287 -12287.780272226853 0.7906219516125977 0.00014270553603533558 4 150 150 5.088282100000015 1.0841281000000436
0.9677216918792952 0.00013820475233000066 -12279.00209160745 0.7891113848048689 0.00014234199782256883 5 150 150 4.953105600000072 1.191405799999984
0.9386792409153684 0.0001448594978392441 -12729.397890654638 0.8521749954968417 0.0001734302808367024 4 150 150 5.52792270000009 0.9043991000000915
0.9663054148419784 0.00014287682833465142 -12292.402642845951 0.7905363046620798 0.0001426383764460521 4 150 150 3.710066500000039 0.9161603000000014
0.870856419340847 0.00013638783359026384 -12282.343211547994 0.7904105349996963 0.00014260767665102696 4 150 150 10.26257929999997 1.0190722999998343
0.8847779357116056 0.00013742066070205537 -12298.529144347021 0.7905573821434574 0.0001427236046939399 4 150 150 3.6749686000000565 0.9337131999998292
0.9000122620603341 0.00015139928264634313 -12296.94041491476 0.791328239250806 0.00014200611454995833 4 150 150 3.6335249999999633 1.0244434999999612
0.9176432151683438 0.00013940979236549443 -12154.642368768911 0.7933593372985838 0.00014219984588488072 5 150 150 4.669785000000047 1.1299582999999984
0.8918157548217109 0.0001404204828504934 -12139.824342735092 0.7922333836537092 0.00014241744611435985 5 150 150 4.3272058000000015 1.2092918000000736
0.9049432944576132 0.00013436482245960115 -12310.870800605864 0.7901733814277208 0.00014274362610353547 5 150 150 8.621260099999972 1.161934599999995
0.955020731259516 0.00015535124527170225 -12150.66987714576 0.7923784795212705 0.00014243575267738141 5 150 150 4.350428299999976 1.186803300000065
0.9519548032147754 0.00014685597677221437 -12161.82993379854 0.7947629958354442 0.00014265770993360897 5 150 150 7.189336099999991 1.1443065999999362
0.8931155881725447 0.0001490455593897051 -12160.204370317511 0.7956765277059057 0.00014277671247777448 5 150 150 3.9590163000000302 1.1945259000001442
0.891598492228065 0.00014429510547413888 -12820.901177025868 0.8591287864349227 0.00017699483814683225 3 150 150 4.809116299999914 0.7479468999999881
0.9572495416702893 0.00013889989562152104 -12158.166817922911 0.7883213442248641 0.0001415467761524865 5 150 150 5.9032675999999356 1.147422000000006
0.9030839234978348 0.0001396976815478075 -12153.237395144062 0.7939693962206543 0.00014212286395616844 5 150 150 4.840756699999929 1.1539136000001236
0.8732566051929824 0.00013734500721000788 -12290.479986935441 0.7900022513670146 0.00014199759701531524 4 150 150 4.766866500000106 0.9278973000000406
0.8910527558120002 0.00014336940382794102 -12138.681318846397 0.7926351158828323 0.00014213504566621015 5 150 150 4.866864999999962 1.1279818000000432
0.9434152073729838 0.00014538165214584927 -12159.971915468332 0.7934188508054769 0.00014212635732297708 5 150 150 4.6109186999999565 1.2219954000001962
0.8603228538441479 0.00012950584326450434 -12202.907212020169 0.7934364299875188 0.00014370706645927734 6 150 150 6.509309799999983 1.3578922000001512
0.8775601557374442 0.0001358415566582738 -12157.139539841202 0.7938782549473298 0.00014204027154231212 5 150 150 5.400948900000003 1.2194236000000274
0.8866699988647758 0.00014740386584999326 -12175.83933035072 0.7963218706481908 0.00014241708396020878 5 150 150 5.970506699999987 1.1344364000001406
0.8898623902022084 0.00013718808991107528 -12157.035734229932 0.7930215323490784 0.00014213912753673898 5 150 150 5.040467799999988 1.1417151999999078
0.8965195592498578 0.00012590627720432737 -12176.817248369089 0.7941025465250001 0.00014766746629130638 6 150 150 6.083097399999815 1.3506416000000172
0.9114405325809152 0.00014527519742713776 -12111.81473619287 0.7901944643080359 0.00014067385063373404 6 150 150 3.9220222000001286 1.4021280000001752
0.9034775791035379 0.0001486520685749233 -12597.14018589198 0.8389824208833628 0.00016601678594265886 3 150 150 4.8665057999999135 0.9756334000001061
0.8777121322780154 0.00013563608290057607 -12228.270793198748 0.7952074189697198 0.00014680321750160785 5 150 150 6.351313899999923 1.2363778999999795
0.8905416687652462 0.00013539155392396402 -12270.902010225394 0.7904431791141592 0.0001426000239676247 4 150 150 4.798381500000005 0.9250107000000298
0.8812453584832338 0.00013483616376466982 -12147.386447122926 0.8042030383707438 0.00014353592325830187 5 150 150 3.9499045000000024 1.1945001999999931
0.8595121988190273 0.00013377140040217816 -12230.486020544025 0.7923716188644984 0.00014621855831568165 5 150 150 7.838021199999957 1.1431974999998147
0.9381824980799399 0.0001450327154396557 -12155.782476069302 0.793004183983972 0.00014202475540583246 5 150 150 6.4871211999998195 1.1009668000001511
0.8780987475087297 0.00014131534604043455 -12287.328810854537 0.7906562514596018 0.00014277368641664128 4 150 150 6.87532269999997 0.9539777999998478
0.8923325627268112 0.00014095629127225612 -12157.197647932882 0.7927935623290384 0.000141993087886628 5 150 150 8.232604300000048 1.4914506000000074
0.8721082578801719 0.00013716027636052062 -12521.841788040685 0.8258241745491257 0.00015588761412269034 4 150 150 6.308417099999815 0.9285625999998501
0.8677584998387947 0.00013671382341472145 -12147.748521901392 0.7961451370068102 0.00014242845553484127 5 150 150 5.019876899999872 1.146308500000032
0.8922465473417254 0.00013759967706466643 -12222.897891316037 0.7964999752355135 0.00014688394365769235 5 150 150 5.234435099999928 1.1474024000001464
0.9430330735019387 0.00013792604358924855 -12175.724739856687 0.7925010951845737 0.0001436114725880268 5 150 150 4.742614900000035 1.1591490000000704
0.8741929454118038 0.00013454441670168298 -12173.426062611212 0.7922671858544292 0.00014343270844786085 5 150 150 3.8377307999999175 1.1994987000000492
0.914690031678616 0.00013507603844777565 -12286.646452154328 0.7903721055743315 0.00014247655572694452 4 150 150 8.171611400000074 0.927434200000107
0.9070882956297752 0.0001436909789115808 -12146.29073475537 0.7996076809117169 0.00014311752479724982 5 150 150 6.344186299999819 1.130468300000075
0.8745166056963987 0.00013580854645302252 -12148.059800704583 0.7934475769044664 0.00014236852909857678 5 150 150 4.5621865999999045 1.1499261999999817
0.8735540492327357 0.0001396921856191063 -12281.291954083721 0.7904252040510721 0.00014256771034803204 4 150 150 5.206120099999907 0.9310060999998768
0.8736365260343977 0.00013419255852020905 -12288.07811727958 0.7899752442410843 0.00014198561565174458 4 150 150 4.160111300000153 1.1336923000001207
0.943877153932136 0.00015737734536876684 -12153.972578690426 0.7955448098982185 0.00014241983057948048 5 150 150 5.901872099999991 1.1431932999998935
0.9250450318458775 0.00014638694994018636 -12151.620081925857 0.7918864715279942 0.00014236060378576822 5 150 150 5.558103200000005 1.1413149999998495
